"X___1","PUMFID","PERSONID","AGEGP","SEX","MARST","PROV","IMMSTP","YRIMMGP","CMPHI","HLEV2G","CFID","CFSIZE","CFMJSI","CFATINC","CFEARNG","EFID","EFSIZE","EFATINC","HHSIZE","FWEIGHT","Province","region","sexe","statut_mat","niveau_educ"
9909,6338,633802,13,1,1,35,2,6,1,3,"6338A01",2,2,71055,83750,"6338A",2,71055,2,1265.427,"Ontario","Ontario","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
9911,6340,634001,13,2,5,47,6,6,2,1,"6340A01",1,2,45185,40000,"6340A",1,45185,1,138.0174,"Saskatchewan","Ouest","Femme","Veuf","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
9916,6343,634302,5,2,6,24,6,6,1,2,"6343A01",2,2,61900,60500,"6343A",2,61900,2,193.8761,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
9934,6349,634902,6,1,6,24,6,6,1,3,"6349B01",1,2,38605,44000,"6349B",1,38605,2,1431.288,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
9967,6365,636501,16,1,5,24,6,6,2,1,"6365A01",1,4,23775,0,"6365A",1,23775,1,722.8704,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Veuf","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
9989,6373,637302,12,2,1,35,2,6,1,4,"6373A01",4,2,166065,197700,"6373A",4,166065,4,1066.696,"Ontario","Ontario","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
9990,6373,637303,4,2,6,35,2,6,2,1,"6373A01",4,2,166065,197700,"6373A",4,166065,4,1066.696,"Ontario","Ontario","Femme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
9995,6374,637404,2,2,96,12,6,6,6,6,"6374A01",4,2,85665,90000,"6374A",4,85665,4,216.6749,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Non applicable","Non applicable"
9996,6375,637501,8,1,1,11,6,6,1,2,"6375A01",3,2,80615,73500,"6375A",3,80615,3,67.1414,"Ile du prince Edouard","Atlantique","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
10000,6377,637701,16,1,1,12,6,6,2,2,"6377A01",2,4,42170,0,"6377A",2,42170,2,184.5789,"Nouvelle-<U+00C9>cosse","Atlantique","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
10010,6380,638001,6,1,6,47,6,6,1,3,"6380A01",1,2,80380,105000,"6380A",2,198730,2,112.4473,"Saskatchewan","Ouest","Homme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
10017,6382,638204,1,2,96,35,6,6,6,6,"6382A01",4,2,70920,75000,"6382A",4,70920,4,510.2892,"Ontario","Ontario","Femme","Non applicable","Non applicable"
10025,6386,638602,14,1,2,12,6,6,2,3,"6386A01",2,2,35950,34500,"6386A",2,35950,2,238.8642,"Nouvelle-<U+00C9>cosse","Atlantique","Homme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
10036,6391,639101,14,1,1,46,1,5,1,2,"6391A01",2,2,47200,35000,"6391A",2,47200,2,222.5121,"Manitoba","Ouest","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
10047,6395,639501,16,2,1,24,6,6,1,2,"6395A01",2,4,39250,0,"6395A",2,39250,2,262.6735,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
10048,6395,639502,16,1,1,24,6,6,2,1,"6395A01",2,4,39250,0,"6395A",2,39250,2,262.6735,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
10069,6405,640501,16,2,5,35,6,6,1,3,"6405A01",1,4,23575,4400,"6405A",1,23575,1,169.9172,"Ontario","Ontario","Femme","Veuf","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
10125,6428,642802,9,1,1,35,2,6,1,4,"6428A01",4,2,113060,132500,"6428A",4,113060,4,1320.979,"Ontario","Ontario","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
10137,6433,643301,12,2,1,35,6,6,1,3,"6433A01",5,2,104490,117500,"6433A",5,104490,5,505.0967,"Ontario","Ontario","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
10201,6454,645401,13,1,6,48,6,6,1,4,"6454A01",1,3,40840,27000,"6454A",1,40840,1,130.7749,"Alberta","Ouest","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
10278,6485,648501,14,2,99,10,6,6,1,4,"6485A01",1,4,4350,0,"6485A",1,4350,1,154.7341,"Terre-Neuve-et-Labrador","Atlantique","Femme","Non r<U+00E9>ponse","Dipl<U+00F4>me ou certificat universitaire"
10303,6499,649901,9,1,1,59,6,6,1,3,"6499A01",4,2,95360,90000,"6499A",4,95360,4,880.4814,"Colombie Britanique","Colombie Britanique","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
10324,6510,651001,10,1,1,10,6,6,1,2,"6510A01",4,2,55875,62500,"6510A",6,71725,6,536.26,"Terre-Neuve-et-Labrador","Atlantique","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
10327,6510,651004,13,2,99,10,6,6,1,2,"6510A02",2,4,15850,0,"6510A",6,71725,6,536.26,"Terre-Neuve-et-Labrador","Atlantique","Femme","Non r<U+00E9>ponse","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
10350,6519,651904,3,1,96,24,6,6,6,6,"6519A01",4,2,50745,39000,"6519A",4,50745,4,150.7384,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Non applicable","Non applicable"
10361,6523,652304,3,1,96,12,6,6,6,6,"6523A01",4,2,65640,72000,"6523A",4,65640,4,255.6034,"Nouvelle-<U+00C9>cosse","Atlantique","Homme","Non applicable","Non applicable"
10367,6527,652702,12,1,1,48,6,6,1,3,"6527A01",2,2,155515,203500,"6527A",2,155515,2,149.3948,"Alberta","Ouest","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
10381,6534,653402,14,2,1,24,2,6,1,3,"6534A01",2,2,124630,118000,"6534A",2,124630,2,1533.284,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
10423,6553,655301,6,2,99,59,1,1,1,3,"6553A01",3,2,96760,84550,"6553A",3,96760,3,693.9559,"Colombie Britanique","Colombie Britanique","Femme","Non r<U+00E9>ponse","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
10453,6568,656802,6,2,99,46,1,1,1,4,"6568A01",3,2,36970,38000,"6568A",3,36970,3,129.5911,"Manitoba","Ouest","Femme","Non r<U+00E9>ponse","Dipl<U+00F4>me ou certificat universitaire"
10473,6576,657601,16,2,5,48,6,6,2,3,"6576A01",1,4,23850,0,"6576A",1,23850,1,177.8815,"Alberta","Ouest","Femme","Veuf","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
10525,6603,660303,1,2,96,46,6,6,6,6,"6603A01",4,2,45395,26000,"6603A",5,55720,5,149.201,"Manitoba","Ouest","Femme","Non applicable","Non applicable"
10553,6614,661402,11,1,4,35,2,6,2,1,"6614B01",1,2,37990,44000,"6614B",1,37990,2,2119.964,"Ontario","Ontario","Homme","Divorc<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
10603,6636,663604,1,2,96,46,6,6,6,6,"6636A01",5,4,33825,0,"6636A",5,33825,5,92.1219,"Manitoba","Ouest","Femme","Non applicable","Non applicable"
10657,6665,666501,9,2,4,24,6,6,1,2,"6665A01",5,4,46300,13000,"6665A",5,46300,5,192.4769,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Divorc<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
10659,6665,666503,2,1,96,24,6,6,6,6,"6665A01",5,4,46300,13000,"6665A",5,46300,5,192.4769,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Non applicable","Non applicable"
10671,6670,667002,14,1,1,35,6,6,2,1,"6670A01",2,2,69590,65000,"6670A",2,69590,2,117.2775,"Ontario","Ontario","Homme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
10695,6679,667902,11,1,2,24,6,6,1,4,"6679A01",4,2,389260,495000,"6679A",4,389260,4,586.6792,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Conjoint de fait","Dipl<U+00F4>me ou certificat universitaire"
10700,6681,668102,7,1,2,59,6,6,1,3,"6681A01",2,2,88330,106000,"6681A",2,88330,2,230.8361,"Colombie Britanique","Colombie Britanique","Homme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
10734,6700,670002,12,2,1,35,1,5,1,4,"6700A01",2,2,91900,112500,"6700A",6,157140,6,1310.679,"Ontario","Ontario","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
10739,6701,670101,9,1,2,35,2,6,1,2,"6701A01",5,3,105125,115750,"6701A",5,105125,5,1497.214,"Ontario","Ontario","Homme","Conjoint de fait","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
10770,6713,671302,12,1,2,12,6,6,1,2,"6713A01",2,2,81120,101000,"6713A",2,81120,2,320.4708,"Nouvelle-<U+00C9>cosse","Atlantique","Homme","Conjoint de fait","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
10789,6723,672301,8,1,1,10,6,6,1,4,"6723A01",4,2,97105,113000,"6723A",4,97105,4,248.2289,"Terre-Neuve-et-Labrador","Atlantique","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
10828,6738,673803,10,1,1,35,2,6,1,2,"6738A01",3,7,45835,300,"6738A",4,81885,4,592.9282,"Ontario","Ontario","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
10831,6739,673902,15,2,1,35,6,6,1,2,"6739A01",2,4,52420,14000,"6739A",2,52420,2,381.6687,"Ontario","Ontario","Femme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
10845,6745,674502,7,1,1,35,6,6,1,3,"6745A01",3,2,60690,50000,"6745A",3,60690,3,117.8446,"Ontario","Ontario","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
10860,6752,675202,8,1,2,11,6,6,1,2,"6752A01",2,2,39465,35250,"6752A",2,39465,2,91.8807,"Ile du prince Edouard","Atlantique","Homme","Conjoint de fait","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
10868,6755,675501,12,2,1,59,6,6,2,1,"6755A01",3,2,119700,141500,"6755A",3,119700,3,128.4779,"Colombie Britanique","Colombie Britanique","Femme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
10936,6785,678501,13,2,1,59,2,6,1,3,"6785A01",2,6,64075,16225,"6785A",2,64075,2,1196.711,"Colombie Britanique","Colombie Britanique","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
10942,6788,678802,13,1,1,59,6,6,1,2,"6788A01",2,5,115485,8350,"6788A",2,115485,2,220.547,"Colombie Britanique","Colombie Britanique","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
10960,6797,679701,16,2,1,59,6,6,1,4,"6797A01",2,4,51620,2900,"6797A",2,51620,2,217.0263,"Colombie Britanique","Colombie Britanique","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
10963,6798,679802,7,1,1,35,6,6,2,1,"6798A01",4,4,25450,12000,"6798A",4,25450,4,487.9375,"Ontario","Ontario","Homme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
10965,6798,679804,1,2,96,35,6,6,6,6,"6798A01",4,4,25450,12000,"6798A",4,25450,4,487.9375,"Ontario","Ontario","Femme","Non applicable","Non applicable"
10980,6804,680402,13,1,1,46,1,2,1,4,"6804A01",2,6,54480,17000,"6804A",2,54480,2,226.0543,"Manitoba","Ouest","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
10988,6808,680802,2,2,96,10,6,6,6,6,"6808A01",2,2,28525,15000,"6808A",2,28525,2,111.5394,"Terre-Neuve-et-Labrador","Atlantique","Femme","Non applicable","Non applicable"
10995,6812,681201,13,2,6,46,1,3,1,2,"6812A01",4,3,69305,42000,"6812A",4,69305,4,396.8982,"Manitoba","Ouest","Femme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
11006,6816,681601,6,2,6,35,2,6,1,4,"6816A01",1,2,2450,2000,"6816A",1,2450,3,3802.364,"Ontario","Ontario","Femme","Jamais mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
11031,6826,682601,16,1,5,24,6,6,2,1,"6826A01",1,4,23275,0,"6826A",1,23275,1,489.5078,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Veuf","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
11043,6830,683002,10,2,1,24,2,6,1,4,"6830A01",5,2,96755,115000,"6830A",5,96755,5,2293.808,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
11065,6838,683802,10,1,6,24,6,6,1,2,"6838B01",1,2,49130,60000,"6838B",1,49130,3,576.8668,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
11074,6842,684201,7,2,6,35,1,3,1,4,"6842A01",1,2,50500,62500,"6842A",1,50500,1,1099.294,"Ontario","Ontario","Femme","Jamais mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
11076,6844,684402,16,1,6,47,6,6,2,1,"6844A01",1,4,21200,0,"6844A",1,21200,1,214.3224,"Saskatchewan","Ouest","Homme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
11080,6845,684504,2,2,96,35,6,6,6,6,"6845A01",4,2,118975,157750,"6845A",4,118975,4,347.4193,"Ontario","Ontario","Femme","Non applicable","Non applicable"
11122,6865,686504,3,2,96,12,6,6,6,6,"6865A01",4,2,68430,65000,"6865A",4,68430,4,352.5661,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Non applicable","Non applicable"
11129,6869,686902,12,2,1,24,6,6,1,3,"6869A01",4,2,156880,191500,"6869A",4,156880,4,271.4018,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
11134,6871,687102,3,1,96,48,6,6,6,6,"6871A01",2,2,49875,47000,"6871A",2,49875,2,196.3361,"Alberta","Ouest","Homme","Non applicable","Non applicable"
11136,6872,687202,7,1,6,48,2,6,1,3,"6872B01",1,2,88105,110000,"6872B",1,88105,2,1073.218,"Alberta","Ouest","Homme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
11165,6885,688501,15,1,1,59,6,6,1,3,"6885A01",2,6,47840,800,"6885A",2,47840,2,547.6558,"Colombie Britanique","Colombie Britanique","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
11166,6885,688502,14,2,1,59,6,6,1,2,"6885A01",2,6,47840,800,"6885A",2,47840,2,547.6558,"Colombie Britanique","Colombie Britanique","Femme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
11183,6896,689601,10,2,2,11,6,6,1,4,"6896A01",4,2,97520,100250,"6896A",4,97520,4,56.8611,"Ile du prince Edouard","Atlantique","Femme","Conjoint de fait","Dipl<U+00F4>me ou certificat universitaire"
11192,6899,689901,8,1,2,24,6,6,1,2,"6899A01",4,2,66345,53400,"6899A",4,66345,4,200.0081,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Conjoint de fait","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
11216,6912,691202,10,1,1,48,6,6,2,1,"6912A01",3,2,122280,149000,"6912A",3,122280,3,60.1757,"Alberta","Ouest","Homme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
11230,6919,691901,14,1,1,59,6,6,2,1,"6919A01",1,2,65110,77500,"6919A",1,65110,1,255.9427,"Colombie Britanique","Colombie Britanique","Homme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
11236,6921,692105,3,1,96,48,6,6,6,6,"6921A01",5,3,358375,410000,"6921A",5,358375,5,1691.052,"Alberta","Ouest","Homme","Non applicable","Non applicable"
11256,6930,693003,3,1,96,35,6,6,6,6,"6930A01",4,2,98795,105000,"6930A",4,98795,4,541.6482,"Ontario","Ontario","Homme","Non applicable","Non applicable"
11321,6956,695601,9,1,2,13,6,6,1,4,"6956A01",4,2,101150,117800,"6956A",4,101150,4,132.6426,"Nouveau-Brunswick","Atlantique","Homme","Conjoint de fait","Dipl<U+00F4>me ou certificat universitaire"
11327,6958,695801,7,2,6,35,2,6,1,3,"6958A01",2,4,17775,0,"6958A",3,45970,3,1373.024,"Ontario","Ontario","Femme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
11351,6968,696802,12,1,1,35,6,6,1,3,"6968A01",4,2,133510,128500,"6968A",4,133510,4,614.8305,"Ontario","Ontario","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
11363,6973,697301,9,2,1,47,6,6,1,3,"6973A01",4,2,115140,143000,"6973A",4,115140,4,103.7067,"Saskatchewan","Ouest","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
11368,6974,697402,3,1,96,46,6,6,6,6,"6974A01",3,4,26000,14000,"6974A",3,26000,3,177.4705,"Manitoba","Ouest","Homme","Non applicable","Non applicable"
11411,6993,699304,1,1,96,47,6,6,6,6,"6993A01",4,2,127175,156100,"6993A",4,127175,4,153.8526,"Saskatchewan","Ouest","Homme","Non applicable","Non applicable"
11419,6996,699604,3,1,96,24,6,6,6,6,"6996A01",4,5,107520,13500,"6996A",4,107520,4,202.7769,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Non applicable","Non applicable"
11427,7000,700002,12,1,1,13,6,6,1,2,"7000A01",2,2,114060,145000,"7000A",2,114060,2,238.2088,"Nouveau-Brunswick","Atlantique","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
11466,7015,701504,12,2,4,12,6,6,1,2,"7015B01",1,2,36030,35000,"7015B",1,36030,4,318.5315,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Divorc<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
11493,7031,703101,10,2,1,24,1,3,1,2,"7031A01",4,2,47215,36000,"7031A",4,47215,4,1456.514,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
11508,7037,703703,1,2,96,59,6,6,6,6,"7037A01",5,2,88320,33000,"7037A",5,88320,5,587.6068,"Colombie Britanique","Colombie Britanique","Femme","Non applicable","Non applicable"
11510,7037,703705,1,1,96,59,6,6,6,6,"7037A01",5,2,88320,33000,"7037A",5,88320,5,587.6068,"Colombie Britanique","Colombie Britanique","Homme","Non applicable","Non applicable"
11513,7039,703901,13,1,1,48,6,6,1,2,"7039A01",2,2,86900,102000,"7039A",2,86900,2,1010.173,"Alberta","Ouest","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
11523,7044,704401,16,1,1,35,6,6,1,4,"7044A01",2,6,108350,0,"7044A",2,108350,2,186.7268,"Ontario","Ontario","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
11536,7050,705002,12,2,1,10,6,6,1,3,"7050A01",3,2,126420,153000,"7050A",3,126420,3,217.1179,"Terre-Neuve-et-Labrador","Atlantique","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
11539,7051,705102,10,1,1,35,6,6,1,3,"7051A01",4,2,97965,120000,"7051A",4,97965,4,406.5699,"Ontario","Ontario","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
11570,7065,706503,1,2,96,46,6,6,6,6,"7065A01",3,2,45175,24000,"7065A",3,45175,3,32.1385,"Manitoba","Ouest","Femme","Non applicable","Non applicable"
11632,7093,709302,16,1,1,10,6,6,2,1,"7093A01",2,2,74105,31000,"7093A",2,74105,2,132.8893,"Terre-Neuve-et-Labrador","Atlantique","Homme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
11647,7102,710201,13,2,1,24,6,6,1,3,"7102A01",2,4,30635,0,"7102A",2,30635,2,322.9974,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
11679,7121,712101,9,1,2,13,6,6,1,4,"7121A01",3,2,89455,103000,"7121A",3,89455,3,252.9047,"Nouveau-Brunswick","Atlantique","Homme","Conjoint de fait","Dipl<U+00F4>me ou certificat universitaire"
11698,7130,713001,16,2,3,24,6,6,2,1,"7130A01",2,2,50930,33000,"7130A",2,50930,2,125.6583,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","S<U+00E9>par<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
11703,7131,713104,2,1,96,24,6,6,6,6,"7131A01",4,2,40975,25000,"7131A",4,40975,4,1870.752,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Non applicable","Non applicable"
11706,7133,713301,7,2,6,13,6,6,9,9,"7133A01",1,2,55680,67500,"7133A",1,55680,1,422.7793,"Nouveau-Brunswick","Atlantique","Femme","Jamais mari<U+00E9>","Non r<U+00E9>ponse"
11718,7138,713805,2,1,96,35,6,6,6,6,"7138A01",7,3,62250,47300,"7138A",7,62250,7,492.2567,"Ontario","Ontario","Homme","Non applicable","Non applicable"
11722,7138,713809,1,2,96,35,6,6,6,6,"7138A01",7,3,62250,47300,"7138A",7,62250,7,492.2567,"Ontario","Ontario","Femme","Non applicable","Non applicable"
11723,7139,713901,11,1,99,35,1,2,2,1,"7139A01",1,4,10525,0,"7139A",1,10525,1,1878.397,"Ontario","Ontario","Homme","Non r<U+00E9>ponse","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
11736,7146,714603,10,1,1,46,6,6,1,2,"7146A01",3,2,78845,94500,"7146A",3,78845,3,282.8005,"Manitoba","Ouest","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
11759,7157,715702,16,2,1,46,2,6,2,1,"7157A01",2,6,58640,0,"7157A",2,58640,2,213.3123,"Manitoba","Ouest","Femme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
11769,7162,716202,16,1,1,24,2,6,2,3,"7162A01",2,4,46435,300,"7162A",2,46435,2,693.4326,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
11783,7170,717001,13,2,1,46,6,6,1,4,"7170A01",2,3,45445,25250,"7170A",2,45445,2,322.8626,"Manitoba","Ouest","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
11796,7176,717602,10,2,99,13,6,6,1,3,"7176A01",7,2,99690,125800,"7176A",7,99690,7,269.1883,"Nouveau-Brunswick","Atlantique","Femme","Non r<U+00E9>ponse","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
11816,7184,718401,6,2,99,10,6,6,1,3,"7184A01",4,4,33275,7350,"7184A",4,33275,4,185.8749,"Terre-Neuve-et-Labrador","Atlantique","Femme","Non r<U+00E9>ponse","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
11826,7188,718801,12,2,1,24,6,6,1,3,"7188A01",5,2,78410,53325,"7188A",5,78410,5,2210.207,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
11856,7202,720201,12,2,1,48,6,6,1,3,"7202A01",3,2,72460,79000,"7202A",4,96530,4,1011.251,"Alberta","Ouest","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
11864,7205,720501,12,2,1,24,2,6,1,4,"7205A01",4,3,129685,163250,"7205A",4,129685,4,718.145,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
11913,7223,722302,15,1,1,35,6,6,1,4,"7223A01",2,3,24350,13550,"7223A",2,24350,2,729.8484,"Ontario","Ontario","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
11944,7235,723503,3,2,96,46,6,6,6,6,"7235A01",4,2,110010,127000,"7235A",4,110010,4,192.4152,"Manitoba","Ouest","Femme","Non applicable","Non applicable"
11962,7243,724301,14,1,1,10,6,6,2,1,"7243A01",2,2,49110,44000,"7243A",2,49110,2,144.6901,"Terre-Neuve-et-Labrador","Atlantique","Homme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
11964,7244,724401,10,1,2,12,6,6,2,1,"7244A01",4,2,79190,49700,"7244A",4,79190,4,498.3783,"Nouvelle-<U+00C9>cosse","Atlantique","Homme","Conjoint de fait","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
