year,quarter,location,type,persons
2005,3,Alberta,in-migration,25027
2005,4,Alberta,in-migration,20824
2006,1,Alberta,in-migration,23163
2006,2,Alberta,in-migration,22820
2006,3,Alberta,in-migration,34456
2006,4,Alberta,in-migration,20628
2007,1,Alberta,in-migration,18625
2007,2,Alberta,in-migration,21947
2007,3,Alberta,in-migration,26228
2007,4,Alberta,in-migration,15614
2008,1,Alberta,in-migration,18572
2008,2,Alberta,in-migration,24023
2008,3,Alberta,in-migration,22732
2008,4,Alberta,in-migration,15137
2009,1,Alberta,in-migration,18711
2009,2,Alberta,in-migration,18658
2009,3,Alberta,in-migration,16263
2009,4,Alberta,in-migration,9436
2010,1,Alberta,in-migration,15008
2010,2,Alberta,in-migration,17251
2010,3,Alberta,in-migration,16766
2010,4,Alberta,in-migration,12428
2011,1,Alberta,in-migration,15768
2011,2,Alberta,in-migration,19013
2011,3,Alberta,in-migration,22147
2011,4,Alberta,in-migration,15797
2012,1,Alberta,in-migration,22632
2012,2,Alberta,in-migration,26008
2012,3,Alberta,in-migration,25552
2012,4,Alberta,in-migration,15730
2013,1,Alberta,in-migration,21438
2013,2,Alberta,in-migration,29833
2013,3,Alberta,in-migration,25511
2013,4,Alberta,in-migration,16387
2014,1,Alberta,in-migration,22290
2014,2,Alberta,in-migration,31613
2014,3,Alberta,in-migration,22189
2014,4,Alberta,in-migration,14650
2015,1,Alberta,in-migration,22849
2015,2,Alberta,in-migration,29786
2015,3,Alberta,in-migration,19080
2015,4,Alberta,in-migration,10187
2016,1,Alberta,in-migration,15118
2016,2,Alberta,in-migration,19513
2016,3,Alberta,in-migration,18097
2016,4,Alberta,in-migration,9810
2017,1,Alberta,in-migration,15762
2017,2,Alberta,in-migration,20945
1961,3,British Columbia,in-migration,12341
1961,4,British Columbia,in-migration,10804
1962,1,British Columbia,in-migration,8055
1962,2,British Columbia,in-migration,8048
1962,3,British Columbia,in-migration,14083
1962,4,British Columbia,in-migration,13268
1963,1,British Columbia,in-migration,8023
1963,2,British Columbia,in-migration,9041
1963,3,British Columbia,in-migration,15706
1963,4,British Columbia,in-migration,14690
1964,1,British Columbia,in-migration,9863
1964,2,British Columbia,in-migration,10247
1964,3,British Columbia,in-migration,17442
1964,4,British Columbia,in-migration,17409
1965,1,British Columbia,in-migration,12070
1965,2,British Columbia,in-migration,11466
1965,3,British Columbia,in-migration,22397
1965,4,British Columbia,in-migration,23991
1966,1,British Columbia,in-migration,14279
1966,2,British Columbia,in-migration,13393
1966,3,British Columbia,in-migration,27169
1966,4,British Columbia,in-migration,25427
1967,1,British Columbia,in-migration,12408
1967,2,British Columbia,in-migration,11650
1967,3,British Columbia,in-migration,22327
1967,4,British Columbia,in-migration,22466
1968,1,British Columbia,in-migration,11663
1968,2,British Columbia,in-migration,11276
1968,3,British Columbia,in-migration,17705
1968,4,British Columbia,in-migration,23150
1969,1,British Columbia,in-migration,11705
1969,2,British Columbia,in-migration,12413
1969,3,British Columbia,in-migration,21742
1969,4,British Columbia,in-migration,24787
1970,1,British Columbia,in-migration,16148
1970,2,British Columbia,in-migration,14219
1970,3,British Columbia,in-migration,20155
1970,4,British Columbia,in-migration,23936
1971,1,British Columbia,in-migration,14323
1971,2,British Columbia,in-migration,12097
1971,3,British Columbia,in-migration,24085
1971,4,British Columbia,in-migration,24367
1972,1,British Columbia,in-migration,14202
1972,2,British Columbia,in-migration,12770
1972,3,British Columbia,in-migration,21607
1972,4,British Columbia,in-migration,23759
1973,1,British Columbia,in-migration,17054
1973,2,British Columbia,in-migration,16454
1973,3,British Columbia,in-migration,25830
1973,4,British Columbia,in-migration,27754
1974,1,British Columbia,in-migration,17457
1974,2,British Columbia,in-migration,18141
1974,3,British Columbia,in-migration,25001
1974,4,British Columbia,in-migration,23574
1975,1,British Columbia,in-migration,15353
1975,2,British Columbia,in-migration,11048
1975,3,British Columbia,in-migration,18083
1975,4,British Columbia,in-migration,16652
1976,1,British Columbia,in-migration,11814
1976,2,British Columbia,in-migration,12018
1976,3,British Columbia,in-migration,22427
1976,4,British Columbia,in-migration,12089
1977,1,British Columbia,in-migration,9676
1977,2,British Columbia,in-migration,14007
1977,3,British Columbia,in-migration,24430
1977,4,British Columbia,in-migration,13165
1978,1,British Columbia,in-migration,10519
1978,2,British Columbia,in-migration,15257
1978,3,British Columbia,in-migration,25908
1978,4,British Columbia,in-migration,14057
1979,1,British Columbia,in-migration,11283
1979,2,British Columbia,in-migration,16258
1979,3,British Columbia,in-migration,30818
1979,4,British Columbia,in-migration,16802
1980,1,British Columbia,in-migration,13580
1980,2,British Columbia,in-migration,19456
1980,3,British Columbia,in-migration,30727
1980,4,British Columbia,in-migration,16763
1981,1,British Columbia,in-migration,13582
1981,2,British Columbia,in-migration,19443
1981,3,British Columbia,in-migration,22525
1981,4,British Columbia,in-migration,13792
1982,1,British Columbia,in-migration,9023
1982,2,British Columbia,in-migration,12643
1982,3,British Columbia,in-migration,16537
1982,4,British Columbia,in-migration,8385
1983,1,British Columbia,in-migration,7836
1983,2,British Columbia,in-migration,11463
1983,3,British Columbia,in-migration,16432
1983,4,British Columbia,in-migration,8403
1984,1,British Columbia,in-migration,7914
1984,2,British Columbia,in-migration,11339
1984,3,British Columbia,in-migration,14912
1984,4,British Columbia,in-migration,8488
1985,1,British Columbia,in-migration,6638
1985,2,British Columbia,in-migration,10082
1985,3,British Columbia,in-migration,16006
1985,4,British Columbia,in-migration,9175
1986,1,British Columbia,in-migration,7165
1986,2,British Columbia,in-migration,11274
1986,3,British Columbia,in-migration,19468
1986,4,British Columbia,in-migration,10237
1987,1,British Columbia,in-migration,8716
1987,2,British Columbia,in-migration,14020
1987,3,British Columbia,in-migration,23880
1987,4,British Columbia,in-migration,13491
1988,1,British Columbia,in-migration,10861
1988,2,British Columbia,in-migration,16009
1988,3,British Columbia,in-migration,26227
1988,4,British Columbia,in-migration,14294
1989,1,British Columbia,in-migration,12318
1989,2,British Columbia,in-migration,16806
1989,3,British Columbia,in-migration,31404
1989,4,British Columbia,in-migration,17085
1990,1,British Columbia,in-migration,14709
1990,2,British Columbia,in-migration,20431
1990,3,British Columbia,in-migration,29303
1990,4,British Columbia,in-migration,14761
1991,1,British Columbia,in-migration,10534
1991,2,British Columbia,in-migration,17819
1991,3,British Columbia,in-migration,30062
1991,4,British Columbia,in-migration,15470
1992,1,British Columbia,in-migration,13061
1992,2,British Columbia,in-migration,19102
1992,3,British Columbia,in-migration,30606
1992,4,British Columbia,in-migration,15827
1993,1,British Columbia,in-migration,13321
1993,2,British Columbia,in-migration,19009
1993,3,British Columbia,in-migration,27423
1993,4,British Columbia,in-migration,15474
1994,1,British Columbia,in-migration,13417
1994,2,British Columbia,in-migration,20235
1994,3,British Columbia,in-migration,25655
1994,4,British Columbia,in-migration,15204
1995,1,British Columbia,in-migration,12991
1995,2,British Columbia,in-migration,16933
1995,3,British Columbia,in-migration,21889
1995,4,British Columbia,in-migration,15292
1996,1,British Columbia,in-migration,12402
1996,2,British Columbia,in-migration,17376
1996,3,British Columbia,in-migration,20735
1996,4,British Columbia,in-migration,12215
1997,1,British Columbia,in-migration,11521
1997,2,British Columbia,in-migration,14961
1997,3,British Columbia,in-migration,18855
1997,4,British Columbia,in-migration,8692
1998,1,British Columbia,in-migration,10657
1998,2,British Columbia,in-migration,13320
1998,3,British Columbia,in-migration,13872
1998,4,British Columbia,in-migration,8639
1999,1,British Columbia,in-migration,8515
1999,2,British Columbia,in-migration,12274
1999,3,British Columbia,in-migration,14999
1999,4,British Columbia,in-migration,7781
2000,1,British Columbia,in-migration,9272
2000,2,British Columbia,in-migration,11413
2000,3,British Columbia,in-migration,15001
2000,4,British Columbia,in-migration,8323
2001,1,British Columbia,in-migration,8597
2001,2,British Columbia,in-migration,11417
2001,3,British Columbia,in-migration,16029
2001,4,British Columbia,in-migration,8365
2002,1,British Columbia,in-migration,9244
2002,2,British Columbia,in-migration,13521
2002,3,British Columbia,in-migration,16089
2002,4,British Columbia,in-migration,8925
2003,1,British Columbia,in-migration,8685
2003,2,British Columbia,in-migration,14379
2003,3,British Columbia,in-migration,15923
2003,4,British Columbia,in-migration,9295
2004,1,British Columbia,in-migration,9984
2004,2,British Columbia,in-migration,15204
2004,3,British Columbia,in-migration,15109
2004,4,British Columbia,in-migration,10760
2005,1,British Columbia,in-migration,11239
2005,2,British Columbia,in-migration,17172
2005,3,British Columbia,in-migration,16631
2005,4,British Columbia,in-migration,8948
2006,1,British Columbia,in-migration,12294
2006,2,British Columbia,in-migration,15223
2006,3,British Columbia,in-migration,19163
2006,4,British Columbia,in-migration,12150
2007,1,British Columbia,in-migration,11705
2007,2,British Columbia,in-migration,15164
2007,3,British Columbia,in-migration,19576
2007,4,British Columbia,in-migration,10587
2008,1,British Columbia,in-migration,11851
2008,2,British Columbia,in-migration,15382
2008,3,British Columbia,in-migration,16951
2008,4,British Columbia,in-migration,9479
2009,1,British Columbia,in-migration,11143
2009,2,British Columbia,in-migration,13488
2009,3,British Columbia,in-migration,14579
2009,4,British Columbia,in-migration,8899
2010,1,British Columbia,in-migration,11474
2010,2,British Columbia,in-migration,14517
2010,3,British Columbia,in-migration,14420
2010,4,British Columbia,in-migration,9639
2011,1,British Columbia,in-migration,10899
2011,2,British Columbia,in-migration,12896
2011,3,British Columbia,in-migration,15465
2011,4,British Columbia,in-migration,9757
2012,1,British Columbia,in-migration,10753
2012,2,British Columbia,in-migration,15695
2012,3,British Columbia,in-migration,14439
2012,4,British Columbia,in-migration,7404
2013,1,British Columbia,in-migration,9975
2013,2,British Columbia,in-migration,16690
2013,3,British Columbia,in-migration,14145
2013,4,British Columbia,in-migration,9362
2014,1,British Columbia,in-migration,12352
2014,2,British Columbia,in-migration,21302
2014,3,British Columbia,in-migration,16558
2014,4,British Columbia,in-migration,10820
2015,1,British Columbia,in-migration,15016
2015,2,British Columbia,in-migration,23313
2015,3,British Columbia,in-migration,19017
2015,4,British Columbia,in-migration,11029
2016,1,British Columbia,in-migration,15673
2016,2,British Columbia,in-migration,22690
2016,3,British Columbia,in-migration,17965
2016,4,British Columbia,in-migration,10279
2017,1,British Columbia,in-migration,14799
2017,2,British Columbia,in-migration,22076
1971,3,Yukon,in-migration,960
1971,4,Yukon,in-migration,720
1972,1,Yukon,in-migration,525
1972,2,Yukon,in-migration,541
1972,3,Yukon,in-migration,915
1972,4,Yukon,in-migration,835
1973,1,Yukon,in-migration,616
1973,2,Yukon,in-migration,463
1973,3,Yukon,in-migration,468
1973,4,Yukon,in-migration,739
1974,1,Yukon,in-migration,482
1974,2,Yukon,in-migration,617
1974,3,Yukon,in-migration,894
1974,4,Yukon,in-migration,787
1975,1,Yukon,in-migration,698
1975,2,Yukon,in-migration,518
1975,3,Yukon,in-migration,908
1975,4,Yukon,in-migration,626
1976,1,Yukon,in-migration,461
1976,2,Yukon,in-migration,599
1976,3,Yukon,in-migration,1019
1976,4,Yukon,in-migration,506
1977,1,Yukon,in-migration,493
1977,2,Yukon,in-migration,684
1977,3,Yukon,in-migration,1069
1977,4,Yukon,in-migration,524
1978,1,Yukon,in-migration,502
1978,2,Yukon,in-migration,705
1978,3,Yukon,in-migration,961
1978,4,Yukon,in-migration,454
1979,1,Yukon,in-migration,425
1979,2,Yukon,in-migration,606
1979,3,Yukon,in-migration,902
1979,4,Yukon,in-migration,439
1980,1,Yukon,in-migration,392
1980,2,Yukon,in-migration,559
1980,3,Yukon,in-migration,1048
1980,4,Yukon,in-migration,503
1981,1,Yukon,in-migration,460
1981,2,Yukon,in-migration,638
1981,3,Yukon,in-migration,883
1981,4,Yukon,in-migration,573
1982,1,Yukon,in-migration,411
1982,2,Yukon,in-migration,545
1982,3,Yukon,in-migration,505
1982,4,Yukon,in-migration,208
1983,1,Yukon,in-migration,234
1983,2,Yukon,in-migration,376
1983,3,Yukon,in-migration,667
1983,4,Yukon,in-migration,275
1984,1,Yukon,in-migration,313
1984,2,Yukon,in-migration,431
1984,3,Yukon,in-migration,596
1984,4,Yukon,in-migration,353
1985,1,Yukon,in-migration,276
1985,2,Yukon,in-migration,291
1985,3,Yukon,in-migration,601
1985,4,Yukon,in-migration,373
1986,1,Yukon,in-migration,282
1986,2,Yukon,in-migration,358
1986,3,Yukon,in-migration,853
1986,4,Yukon,in-migration,692
1987,1,Yukon,in-migration,424
1987,2,Yukon,in-migration,424
1987,3,Yukon,in-migration,789
1987,4,Yukon,in-migration,670
1988,1,Yukon,in-migration,577
1988,2,Yukon,in-migration,455
1988,3,Yukon,in-migration,577
1988,4,Yukon,in-migration,827
1989,1,Yukon,in-migration,473
1989,2,Yukon,in-migration,452
1989,3,Yukon,in-migration,553
1989,4,Yukon,in-migration,838
1990,1,Yukon,in-migration,477
1990,2,Yukon,in-migration,474
1990,3,Yukon,in-migration,725
1990,4,Yukon,in-migration,487
1991,1,Yukon,in-migration,369
1991,2,Yukon,in-migration,564
1991,3,Yukon,in-migration,842
1991,4,Yukon,in-migration,517
1992,1,Yukon,in-migration,417
1992,2,Yukon,in-migration,739
1992,3,Yukon,in-migration,717
1992,4,Yukon,in-migration,462
1993,1,Yukon,in-migration,356
1993,2,Yukon,in-migration,538
1993,3,Yukon,in-migration,524
1993,4,Yukon,in-migration,219
1994,1,Yukon,in-migration,308
1994,2,Yukon,in-migration,507
1994,3,Yukon,in-migration,475
1994,4,Yukon,in-migration,499
1995,1,Yukon,in-migration,419
1995,2,Yukon,in-migration,674
1995,3,Yukon,in-migration,721
1995,4,Yukon,in-migration,493
1996,1,Yukon,in-migration,432
1996,2,Yukon,in-migration,557
1996,3,Yukon,in-migration,597
1996,4,Yukon,in-migration,321
1997,1,Yukon,in-migration,454
1997,2,Yukon,in-migration,533
1997,3,Yukon,in-migration,405
1997,4,Yukon,in-migration,238
1998,1,Yukon,in-migration,345
1998,2,Yukon,in-migration,514
1998,3,Yukon,in-migration,461
1998,4,Yukon,in-migration,198
1999,1,Yukon,in-migration,171
1999,2,Yukon,in-migration,476
1999,3,Yukon,in-migration,405
1999,4,Yukon,in-migration,231
2000,1,Yukon,in-migration,257
2000,2,Yukon,in-migration,374
2000,3,Yukon,in-migration,323
2000,4,Yukon,in-migration,224
2001,1,Yukon,in-migration,243
2001,2,Yukon,in-migration,363
2001,3,Yukon,in-migration,354
2001,4,Yukon,in-migration,252
2002,1,Yukon,in-migration,307
2002,2,Yukon,in-migration,435
2002,3,Yukon,in-migration,317
2002,4,Yukon,in-migration,309
2003,1,Yukon,in-migration,272
2003,2,Yukon,in-migration,501
2003,3,Yukon,in-migration,491
2003,4,Yukon,in-migration,205
2004,1,Yukon,in-migration,301
2004,2,Yukon,in-migration,362
2004,3,Yukon,in-migration,492
2004,4,Yukon,in-migration,221
2005,1,Yukon,in-migration,235
2005,2,Yukon,in-migration,478
2005,3,Yukon,in-migration,471
2005,4,Yukon,in-migration,228
2006,1,Yukon,in-migration,241
2006,2,Yukon,in-migration,327
2006,3,Yukon,in-migration,487
2006,4,Yukon,in-migration,208
2007,1,Yukon,in-migration,277
2007,2,Yukon,in-migration,386
2007,3,Yukon,in-migration,460
2007,4,Yukon,in-migration,340
2008,1,Yukon,in-migration,375
2008,2,Yukon,in-migration,301
2008,3,Yukon,in-migration,507
2008,4,Yukon,in-migration,260
2009,1,Yukon,in-migration,350
2009,2,Yukon,in-migration,331
2009,3,Yukon,in-migration,439
2009,4,Yukon,in-migration,232
2010,1,Yukon,in-migration,264
2010,2,Yukon,in-migration,483
2010,3,Yukon,in-migration,334
2010,4,Yukon,in-migration,281
2011,1,Yukon,in-migration,370
2011,2,Yukon,in-migration,492
2011,3,Yukon,in-migration,435
2011,4,Yukon,in-migration,345
2012,1,Yukon,in-migration,349
2012,2,Yukon,in-migration,506
2012,3,Yukon,in-migration,349
2012,4,Yukon,in-migration,248
2013,1,Yukon,in-migration,249
2013,2,Yukon,in-migration,529
2013,3,Yukon,in-migration,148
2013,4,Yukon,in-migration,174
2014,1,Yukon,in-migration,488
2014,2,Yukon,in-migration,688
2014,3,Yukon,in-migration,303
2014,4,Yukon,in-migration,145
2015,1,Yukon,in-migration,312
2015,2,Yukon,in-migration,663
2015,3,Yukon,in-migration,348
2015,4,Yukon,in-migration,153
2016,1,Yukon,in-migration,453
2016,2,Yukon,in-migration,688
2016,3,Yukon,in-migration,359
2016,4,Yukon,in-migration,258
2017,1,Yukon,in-migration,475
2017,2,Yukon,in-migration,522
1971,3,Northwest Territories including Nunavut,in-migration,1502
1971,4,Northwest Territories including Nunavut,in-migration,1126
1972,1,Northwest Territories including Nunavut,in-migration,822
1972,2,Northwest Territories including Nunavut,in-migration,846
1972,3,Northwest Territories including Nunavut,in-migration,1432
1972,4,Northwest Territories including Nunavut,in-migration,1306
1973,1,Northwest Territories including Nunavut,in-migration,964
1973,2,Northwest Territories including Nunavut,in-migration,725
1973,3,Northwest Territories including Nunavut,in-migration,733
1973,4,Northwest Territories including Nunavut,in-migration,1157
1974,1,Northwest Territories including Nunavut,in-migration,753
1974,2,Northwest Territories including Nunavut,in-migration,966
1974,3,Northwest Territories including Nunavut,in-migration,1398
1974,4,Northwest Territories including Nunavut,in-migration,1232
1975,1,Northwest Territories including Nunavut,in-migration,1093
1975,2,Northwest Territories including Nunavut,in-migration,809
1975,3,Northwest Territories including Nunavut,in-migration,1421
1975,4,Northwest Territories including Nunavut,in-migration,979
1976,1,Northwest Territories including Nunavut,in-migration,722
1976,2,Northwest Territories including Nunavut,in-migration,936
1976,3,Northwest Territories including Nunavut,in-migration,1764
1976,4,Northwest Territories including Nunavut,in-migration,745
1977,1,Northwest Territories including Nunavut,in-migration,719
1977,2,Northwest Territories including Nunavut,in-migration,997
1977,3,Northwest Territories including Nunavut,in-migration,1797
1977,4,Northwest Territories including Nunavut,in-migration,758
1978,1,Northwest Territories including Nunavut,in-migration,719
1978,2,Northwest Territories including Nunavut,in-migration,996
1978,3,Northwest Territories including Nunavut,in-migration,1658
1978,4,Northwest Territories including Nunavut,in-migration,715
1979,1,Northwest Territories including Nunavut,in-migration,662
1979,2,Northwest Territories including Nunavut,in-migration,930
1979,3,Northwest Territories including Nunavut,in-migration,1426
1979,4,Northwest Territories including Nunavut,in-migration,589
1980,1,Northwest Territories including Nunavut,in-migration,579
1980,2,Northwest Territories including Nunavut,in-migration,791
1980,3,Northwest Territories including Nunavut,in-migration,1496
1980,4,Northwest Territories including Nunavut,in-migration,621
1981,1,Northwest Territories including Nunavut,in-migration,599
1981,2,Northwest Territories including Nunavut,in-migration,835
1981,3,Northwest Territories including Nunavut,in-migration,1756
1981,4,Northwest Territories including Nunavut,in-migration,652
